 CV1 CV2 Energy	Phi   Psi  W1  W2  
0.186234 	 0.132630 	 0.000000 	 -2.232548 	 2.633602 	 3.009148 	 3.075962 
0.203054 	 0.141618 	 0.033223 	 -2.468773 	 2.473419 	 3.099118 	 3.111682 
0.189964 	 0.135315 	 0.036062 	 -2.480687 	 2.472520 	 3.099510 	 3.105230 
0.191386 	 0.139875 	 0.053613 	 -2.614965 	 2.623763 	 3.100320 	 3.066829 
0.159108 	 0.131597 	 0.055373 	 -2.402575 	 2.723550 	 2.996351 	 3.086626 
0.166514 	 0.140702 	 0.056694 	 -2.398364 	 2.733360 	 2.997018 	 3.094918 
0.170962 	 0.114714 	 0.064563 	 -2.363697 	 2.755258 	 3.009725 	 3.055401 
0.167505 	 0.137620 	 0.081048 	 -2.702525 	 2.663304 	 3.109610 	 3.069961 
0.209098 	 0.134265 	 0.081877 	 -2.362916 	 2.282779 	 3.082457 	 3.139026 
0.157617 	 0.124742 	 0.084298 	 -2.433430 	 2.794978 	 3.009167 	 3.065976 
0.204486 	 0.141888 	 0.090971 	 -2.650803 	 2.565790 	 3.106067 	 3.108889 
0.188316 	 0.132547 	 0.132430 	 -2.301742 	 2.435184 	 3.023081 	 3.101155 
0.149852 	 0.131358 	 0.132524 	 -2.385530 	 2.691686 	 2.989325 	 3.108788 
0.174239 	 0.126925 	 0.141425 	 -2.635035 	 2.450690 	 3.125906 	 3.090840 
0.183372 	 0.104183 	 0.144852 	 -1.467520 	 1.223372 	 -3.067014 	 -3.050085 
0.189635 	 0.118685 	 0.145922 	 -1.434103 	 1.148892 	 -3.103827 	 -3.066143 
0.090679 	 0.088135 	 0.150898 	 -2.381447 	 2.691764 	 2.987449 	 3.081917 
0.200696 	 0.142248 	 0.151670 	 -2.349932 	 2.799419 	 2.995749 	 3.075051 
0.193625 	 0.138613 	 0.153816 	 -2.344605 	 2.792330 	 2.993145 	 3.070848 
0.246412 	 0.179647 	 0.156559 	 -2.183224 	 2.489858 	 2.991865 	 3.107646 
0.150649 	 0.130072 	 0.160443 	 -2.416036 	 2.803493 	 2.974680 	 3.070916 
0.091650 	 0.083862 	 0.166672 	 -2.702757 	 2.693661 	 3.097808 	 3.073106 
0.176565 	 0.098458 	 0.174405 	 -1.413837 	 1.183550 	 3.135280 	 -3.053581 
0.200427 	 0.139815 	 0.178562 	 -2.287724 	 2.648417 	 3.016107 	 3.091261 
0.190412 	 0.134455 	 0.180675 	 -2.294135 	 2.641802 	 3.017671 	 3.087383 
0.184127 	 0.138594 	 0.183497 	 -2.452331 	 2.857464 	 2.994473 	 3.082172 
0.173200 	 0.107368 	 0.185053 	 -2.365045 	 2.476168 	 3.014144 	 3.108244 
0.193611 	 0.128875 	 0.185307 	 -2.543529 	 2.230795 	 3.129293 	 3.133799 
0.178500 	 0.097361 	 0.187867 	 -1.435733 	 1.205603 	 -3.130170 	 -3.074717 
0.147549 	 0.126269 	 0.191534 	 -2.423259 	 2.801970 	 2.974472 	 3.077714 
0.166839 	 0.140497 	 0.193712 	 -2.414867 	 2.809478 	 2.989738 	 3.092738 
0.191066 	 0.136590 	 0.194494 	 -2.304967 	 2.415288 	 3.021975 	 3.117650 
0.203284 	 0.085423 	 0.208086 	 -1.469003 	 1.332453 	 -3.082829 	 -3.040552 
0.195319 	 0.131260 	 0.213030 	 -1.483149 	 1.126018 	 -3.116424 	 -3.100742 
0.126433 	 0.140867 	 0.217677 	 -1.822214 	 0.083622 	 -3.004250 	 3.066761 
0.206550 	 0.134104 	 0.220066 	 -1.493231 	 1.155854 	 -3.112961 	 -3.084637 
0.184664 	 0.036035 	 0.222917 	 -2.593627 	 2.584191 	 3.104870 	 3.101013 
0.168530 	 0.096217 	 0.226725 	 -2.631958 	 2.335022 	 3.132565 	 3.133092 
0.194416 	 0.079664 	 0.236458 	 -1.531262 	 1.351910 	 3.095239 	 -3.016529 
0.111222 	 0.142979 	 0.236984 	 -2.200659 	 0.319474 	 -3.045522 	 3.090994 
-0.100203 	 -0.161656 	 0.237884 	 -2.379374 	 2.703434 	 3.006629 	 -0.122771 
0.189139 	 0.095287 	 0.238946 	 -1.484326 	 1.263182 	 -3.120879 	 -3.044025 
0.205296 	 0.136777 	 0.239540 	 -1.475132 	 1.117373 	 -3.116958 	 -3.106239 
-0.093431 	 -0.152099 	 0.240755 	 -2.406066 	 2.715074 	 3.001417 	 -0.068294 
0.168016 	 0.111735 	 0.242907 	 -2.655489 	 2.270244 	 -3.127644 	 3.132000 
0.217460 	 0.085904 	 0.245269 	 -1.433485 	 1.392835 	 -3.134255 	 -3.024311 
0.155078 	 0.128704 	 0.249254 	 -2.751444 	 -3.055814 	 3.013538 	 3.116821 
0.202945 	 0.132035 	 0.250816 	 -1.494242 	 1.166122 	 -3.113836 	 -3.080042 
0.190304 	 0.094681 	 0.253001 	 -1.485953 	 1.295763 	 -3.130103 	 -3.031064 
0.253069 	 0.158898 	 0.253475 	 -1.315176 	 0.745497 	 -2.943201 	 3.058309 
0.152503 	 0.128873 	 0.253802 	 -2.726676 	 2.674550 	 3.103602 	 3.057891 
0.196766 	 0.077653 	 0.254804 	 -1.410435 	 1.360108 	 3.126755 	 -3.013781 
0.118456 	 0.142580 	 0.259171 	 -2.179016 	 0.314944 	 -3.047546 	 3.067598 
0.109082 	 0.051386 	 0.261244 	 -2.349001 	 2.683456 	 3.001713 	 3.046099 
0.284746 	 0.049486 	 0.265489 	 -1.426715 	 1.451125 	 3.140623 	 -3.002185 
0.226798 	 0.042278 	 0.265879 	 -1.436950 	 1.305590 	 3.099470 	 -3.029201 
0.148458 	 0.119223 	 0.266317 	 1.191483 	 -0.753218 	 2.925798 	 -3.103357 
0.190955 	 0.080461 	 0.270838 	 -1.475666 	 1.309185 	 3.090551 	 -3.039864 
0.155977 	 0.130281 	 0.273236 	 -2.745519 	 -3.061828 	 3.013351 	 3.115351 
0.089699 	 0.085697 	 0.275774 	 -2.268727 	 0.731719 	 -3.030826 	 -3.101507 
0.196497 	 0.081782 	 0.278221 	 -1.464383 	 1.288695 	 3.085036 	 -3.045671 
0.188388 	 0.060040 	 0.283808 	 -1.336468 	 1.137469 	 3.038743 	 -3.061121 
0.092009 	 0.091204 	 0.285001 	 -2.323746 	 0.312904 	 -3.097394 	 3.076122 
0.149252 	 0.124844 	 0.285846 	 -2.730302 	 2.661167 	 3.104472 	 3.061093 
-0.081293 	 -0.171151 	 0.288434 	 -2.428240 	 2.729106 	 2.996316 	 -0.056605 
0.183085 	 0.149730 	 0.288898 	 -2.789074 	 -3.049332 	 3.022896 	 3.129776 
0.115427 	 0.058128 	 0.297285 	 -2.315175 	 2.661493 	 3.004779 	 3.043085 
0.176572 	 0.029684 	 0.297427 	 -2.618044 	 2.590501 	 3.108820 	 3.105173 
0.157119 	 0.036524 	 0.298899 	 1.238181 	 -0.822210 	 2.980065 	 -3.107482 
0.013773 	 0.101337 	 0.301088 	 -1.192564 	 -0.435873 	 -0.110872 	 -3.042054 
0.200889 	 0.057680 	 0.302681 	 -1.441085 	 1.571010 	 3.068653 	 -2.994796 
0.091999 	 0.085976 	 0.305161 	 -2.779683 	 2.402599 	 -3.039185 	 3.076892 
0.186151 	 0.093612 	 0.306235 	 -1.464515 	 1.231931 	 -3.056293 	 -3.061319 
-0.075511 	 -0.189649 	 0.307538 	 -2.723901 	 2.507988 	 3.129683 	 -0.153818 
0.003723 	 0.109841 	 0.308966 	 -1.153892 	 -0.504086 	 -0.111691 	 -3.016620 
0.131750 	 0.134605 	 0.309423 	 -1.999494 	 0.185069 	 -3.055030 	 3.067024 
0.145984 	 0.048703 	 0.309528 	 -1.449938 	 1.369088 	 -3.090790 	 -3.040512 
0.253467 	 0.095866 	 0.309654 	 -2.446078 	 2.699823 	 3.020132 	 3.087167 
0.179243 	 0.098822 	 0.310528 	 -1.458722 	 1.244456 	 -3.105078 	 -3.048849 
0.198551 	 0.055437 	 0.310701 	 -2.241896 	 2.592250 	 3.022745 	 3.072213 
0.226005 	 0.125164 	 0.311653 	 -2.796823 	 2.754130 	 3.116259 	 3.076067 
-0.076467 	 -0.188691 	 0.313708 	 -2.695363 	 2.467420 	 3.131793 	 -0.170057 
0.225392 	 0.126485 	 0.314135 	 -2.784266 	 2.742199 	 3.139691 	 3.069317 
0.148664 	 0.128302 	 0.314631 	 1.153400 	 -0.782540 	 2.956634 	 -3.108927 
0.151001 	 0.132429 	 0.314701 	 -2.646350 	 2.501325 	 3.111191 	 3.127300 
0.201838 	 0.061632 	 0.317489 	 -1.455658 	 1.554706 	 3.077990 	 -3.006015 
0.089945 	 0.080917 	 0.317882 	 -2.648297 	 2.485709 	 3.116734 	 3.121885 
-0.091786 	 -0.216217 	 0.317979 	 -2.715314 	 2.602256 	 3.130187 	 -0.240963 
0.081798 	 0.047747 	 0.319151 	 -2.709700 	 2.469209 	 -3.104439 	 3.076637 
0.246542 	 0.176836 	 0.320706 	 -1.454202 	 1.215050 	 -3.010498 	 -3.064299 
0.184598 	 0.100881 	 0.325853 	 -2.728655 	 2.747483 	 3.123582 	 3.066401 
0.117888 	 0.017002 	 0.327612 	 -1.452706 	 1.370718 	 -3.098829 	 -3.040134 
0.191799 	 0.085493 	 0.328348 	 -1.503410 	 1.339947 	 3.071030 	 -3.030439 
0.150342 	 0.133668 	 0.328555 	 -2.652134 	 2.524351 	 3.111937 	 3.111008 
