CV1	CV2	energy	groups	mobility	Heuristic_Classes	Detected_Classes
0.0105400115721	0.0455367555814	-176.550409	12	0.130808549837	Gamma	Class4
0.0415184336102	0.0257964052075	-175.315013	12	0.46277559162	Sheet	Class4
0.0302348609193	0.0368222224729	-174.973824	12	0.00315479777503	Sheet	Class4
0.0303679547767	0.0310030857111	-174.398437	12	0.453286428303	Sheet	Class4
0.0448470162529	0.0384188526919	-174.382799	12	0.21415484192	Sheet	Class4
0.0301782113106	0.047564814616	-173.987143	12	0.168259156785	Sheet	Class4
0.0398523287867	0.0435077979975	-173.818254	12	0.00472822587883	Sheet	Class4
0.0520964288248	0.0394901350587	-173.430797	12	0.00324090848936	Gamma	Class4
0.0432637585956	0.038854639778	-173.263873	12	0.180863616753	Sheet	Class4
0.0485484116517	0.043684759741	-173.177078	12	0.469183714069	Gamma	Class4
0.0376779036113	0.0319022344414	-173.089083	12	0.21274830981	Sheet	Class4
0.052913906671	0.0436861630084	-173.02122	12	0.426575642626	Gamma	Class4
0.0418390905156	0.0415949422536	-173.015021	12	0.447043819701	Sheet	Class4
0.0323766344463	0.0250735210479	-172.974646	12	0.00212976455279	Sheet	Class4
0.0452121846244	0.0462756080359	-172.75965	12	0.196464729986	Gamma	Class4
0.079719062464	-0.0168387019128	-172.619883	12	1.0459269456	Sheet	Class4
0.0654498051016	-0.0200965000732	-172.599304	12	1.00365777016	Sheet	Class4
0.0449798542834	0.0372970786218	-172.529818	12	0.472155877734	Gamma	Class4
0.0555681951608	0.0159371375641	-172.199438	12	0.528678264947	Sheet	Class4
0.034543677888	0.0368263798976	-171.559467	12	0.474330360454	Gamma	Class4
0.0491355828246	0.0333390937376	-171.512635	12	0.276485714609	Gamma	Class4
0.0416978665956	0.0463058016167	-171.497326	12	0.418644430651	Gamma	Class4
0.042100166263	0.0462177134557	-171.328069	12	0.427005655548	Gamma	Class4
0.0277757455042	0.0448623338902	-171.292502	12	0.003285723718	Sheet	Class4
0.0385238535996	0.0466465556364	-171.176607	12	0.549075506009	Gamma	Class4
0.0291008933688	0.0484194031927	-170.979353	12	0.00267509363759	Sheet	Class4
0.0263896240712	0.0330881109112	-170.963413	12	0.0034423006941	Sheet	Class4
0.0734427533811	0.0132059419649	-170.955548	12	0.935131802375	Gamma	Class4
0.0299680835062	0.0483835293999	-170.929819	12	0.00330166561806	Sheet	Class4
0.0546609014507	0.0298056959739	-170.907693	12	0.0146570372163	Gamma	Class4
0.0429088283609	0.0403688293864	-170.868478	12	0.652990454699	Gamma	Class4
0.0430806099779	0.0401401059673	-170.826683	12	0.129181945002	Sheet	Class4
0.0328349124234	0.0368251887142	-170.719651	12	0.00369830624842	Sheet	Class4
0.0470754324086	0.040332640265	-170.716867	12	0.0860699884317	Sheet	Class4
0.017154353464	0.0462190463956	-170.565453	12	0.49879463105	Gamma	Class4
0.0562354919446	0.0316794833195	-170.472567	12	0.0159164228053	Gamma	Class4
0.0394392701848	0.036063237198	-170.344684	12	0.00362532766699	Gamma	Class4
0.0460939217773	0.0383254374684	-170.192653	12	0.259475539397	Sheet	Class4
0.048085297174	0.0494535409704	-170.106044	12	0.136740312028	Sheet	Class4
0.0509942518356	0.0428564847737	-169.951631	12	0.260049903159	Gamma	Class4
0.0485940600629	0.0439681322492	-169.831452	12	0.252243900002	Sheet	Class4
0.027318229788	0.0493973477063	-169.694861	12	0.614228133266	Sheet	Class4
0.0491393637573	0.0375087547868	-169.616609	12	0.249928444387	Sheet	Class4
0.0314481660768	0.0507368806469	-169.594949	12	0.340391572385	Gamma	Class4
-0.00246985199103	-0.0433273537308	-147.166305	13	0.100490567844	Slipped_Gamma	Class3
-0.118673028232	-0.0448200691486	-144.525931	13	0.00334572928041	Herringbone	Noise
-0.0402051942457	-0.048774169688	-143.552553	13	0.000587842205241	Gamma	Noise
-0.0750352414957	-0.0377109098003	-141.60501	13	0.103312045045	Gamma	Class3
0.0200851600459	-0.0534705999705	-141.562151	13	0.00209692175449	Gamma	Class3
-0.164821885249	-0.0353017970319	-141.554464	13	0.426548765135	Gamma	Noise
-0.143088406747	-0.0410162866133	-141.243354	13	0.332259344249	Gamma	Class3
0.000340492026739	-0.0286481827519	-140.89998	13	0.0770880686873	Slipped_Gamma	Class3
-0.107013833383	-0.0353359512061	-140.688171	13	0.00226358193749	Gamma	Class3
0.019918193079	-0.0667221366258	-170.634721	14	0.301464632565	Gamma	Class3
0.0187179840829	-0.0648005431106	-169.795425	14	0.249994150806	Gamma	Class3
0.0196182559729	-0.0657619781689	-168.060378	14	0.131017626489	Gamma	Class3
0.00852695937287	-0.0483799745376	-147.886089	15	1.35555203618	Gamma	Class3
-0.067879711667	-0.0025585121568	-146.527362	15	1.33545201628	Gamma	Class3
-0.177769107206	-0.0325775694226	-146.465936	15	0.000610697789721	Gamma	Noise
-0.124237655088	-0.0417605161071	-145.609154	15	0.161362476242	Gamma	Noise
-0.0632647055893	-0.00130647983257	-144.777568	15	0.00222747918046	Gamma	Class3
-0.239051239536	0.0169820631099	-144.521613	15	0.363685788129	Gamma	Noise
-0.0660445904836	0.000615511430176	-144.191313	15	0.00179510440917	Gamma	Class3
-0.125653976019	-0.0238576921431	-143.395482	15	0.359198517846	Gamma	Class3
-0.0967145649435	0.0157978063432	-142.991274	15	0.237733024396	Gamma	Class3
-0.0753642310773	0.0101718567164	-142.357097	15	0.00146721658186	Gamma	Class3
-0.100460182261	-0.0534510225972	-141.78152	15	0.0885754494681	Gamma	Noise
-0.121478194819	-0.0329230829785	-141.777329	15	0.515765570917	Gamma	Noise
-0.0624996764371	0.0208893842307	-141.773772	15	0.00141104730063	Gamma	Noise
-0.149370392682	-0.0454189673345	-141.507998	15	0.00123244489267	Gamma	Noise
-0.284683386554	-0.0452966528402	-140.92774	15	0.209552820975	Gamma	Noise
0.0696472643513	0.0619685011576	-162.886653	16	0.00114966633119	Sheet	Class1
0.12820126083	-0.0228311277161	-162.124043	16	0.212564499052	Sheet	Class1
0.138465285284	-0.0286054106547	-162.07047	16	0.292152749239	Sheet	Class1
0.124892830741	0.027422386801	-162.00988	16	0.000740867474331	Gamma	Class1
0.0601580131917	0.0535812352027	-161.883063	16	0.000925061456347	Gamma	Class1
0.0437330676509	0.0523422310882	-161.711396	16	0.00110879014184	Sheet	Class1
0.080913695461	0.0647110969882	-161.699286	16	0.000607230699871	Sheet	Class1
0.124363036132	0.0177406331098	-161.527089	16	0.000512028788451	Sheet	Class1
0.113969828024	-0.000497084164956	-161.498947	16	0.00103260258822	Sheet	Class1
0.0525263546232	0.050106063061	-161.076908	16	0.000757548849349	Sheet	Class1
0.15254292029	-0.0190187810466	-160.965364	16	0.252935231275	Sheet	Noise
0.0378788347697	0.0699558608472	-160.948025	16	0.0938369483337	Sheet	Class1
0.147935222195	-0.0269428149791	-160.934714	16	0.334426482726	Sheet	Class1
0.144369852011	-0.0197840839963	-160.93056	16	0.179475293054	Sheet	Class1
0.123515618874	0.0149856330962	-160.913707	16	0.00041697834178	Sheet	Class1
0.0838719062457	0.0585077254788	-160.866405	16	0.134972249399	Sheet	Class1
0.121791120025	-0.00126527634619	-160.820032	16	0.000391617828816	Sheet	Class1
0.14204276549	-0.0176341960829	-160.746624	16	0.152140656129	Sheet	Class1
0.156629878567	-0.0193841988626	-160.51284	16	0.306672478545	Sheet	Noise
0.128011056866	-3.74888405027e-05	-160.507426	16	0.000595645766316	Gamma	Class1
0.0707969969646	0.0535891128061	-160.434896	16	0.00121334066071	Gamma	Class1
0.055744777514	0.0689392698477	-160.371789	16	0.0997239333811	Sheet	Class1
0.0615608487965	0.0558711236894	-160.36331	16	0.00128463027994	Gamma	Class1
0.058495383816	0.0500012762065	-160.357465	16	0.00110315972717	Sheet	Class1
0.0574597700528	0.0542904553006	-160.314028	16	0.00140799825195	Sheet	Class1
0.0664011858487	0.0609441379573	-160.288075	16	0.000484299823836	Sheet	Class1
0.119106753878	-0.0114831797711	-160.261261	16	0.000909400842166	Sheet	Class1
0.145823292962	0.000408519010776	-160.215452	16	0.000579872807797	Gamma	Class1
0.145712284447	0.000349047141023	-160.215393	16	0.000577084100666	Gamma	Class1
0.0595288876731	0.0504997142542	-160.18165	16	0.000869078270156	Sheet	Class1
0.0457821207585	0.0529915177578	-160.136934	16	0.0686673924567	Sheet	Class1
0.126894668033	-0.00910104855368	-160.059572	16	0.000543685457578	Gamma	Class1
